ID,elevation,aspect,slope,hor_hydro,ver_hydro,hor_road,hillsd_9am,hillsd_noon,hillsd_3pm,hor_fire,cover_type,soil,wild,twild
411,3014,31,18,342,32,4926,213,198,116,3103,1,29,1,w1
412,3001,183,5,595,88,5578,221,243,157,4014,2,29,1,w1
413,2955,63,10,247,39,4702,229,221,124,6441,2,29,1,w1
414,2929,0,6,309,52,4182,211,228,155,5783,2,12,1,w1
415,2727,328,11,0,0,2338,194,228,173,4140,2,23,1,w1
416,2625,50,20,242,53,769,224,192,93,2996,2,29,1,w1
417,2995,255,15,330,109,6159,186,248,200,5010,2,30,1,w1
418,2830,31,6,0,0,3263,219,228,145,4904,1,20,1,w1
419,2732,21,13,150,22,2136,211,212,135,3955,2,12,1,w1
420,2546,38,17,404,67,319,218,201,113,2697,2,29,1,w1
421,2739,296,11,30,13,2348,188,237,188,4105,2,23,1,w1
422,2932,242,4,192,16,5246,213,242,167,3805,2,29,1,w1
423,2916,309,9,234,23,4392,194,234,180,5897,2,29,1,w1
424,2690,354,23,67,21,1167,176,194,151,3167,2,30,1,w1
425,2593,63,13,450,39,592,231,214,113,2789,2,29,1,w1
426,2919,225,11,85,3,5167,205,250,181,3761,2,16,1,w1
427,2982,250,8,573,69,5511,203,246,181,4206,2,29,1,w1
428,2557,103,13,467,71,382,241,224,110,2616,2,29,1,w1
429,2991,140,4,612,65,5163,225,238,148,6148,2,20,1,w1
430,2982,143,9,513,86,5558,233,238,136,4372,2,29,1,w1
431,2903,296,23,42,13,5950,150,226,214,4849,2,30,1,w1
432,2600,350,10,531,36,642,202,224,159,2713,2,12,1,w1
433,3185,65,12,90,13,4400,232,215,113,3046,1,23,1,w1
434,3168,332,10,170,16,4564,196,227,171,3190,1,23,1,w1
435,2932,253,7,127,13,5166,204,245,179,3937,2,29,1,w1
436,2952,195,11,270,66,5724,218,249,164,4625,2,30,1,w1
437,2959,332,11,350,62,3912,193,225,172,5383,2,29,1,w1
438,2694,156,15,42,9,1575,236,241,131,3356,2,12,1,w1
439,2926,76,29,120,40,5791,241,172,40,4755,2,30,1,w1
440,3018,228,6,1074,99,5646,212,245,171,5742,2,20,1,w1
441,2767,83,12,124,16,2510,237,219,112,4086,2,12,1,w1
442,2820,358,9,95,1,2896,207,224,155,4406,2,29,1,w1
443,2694,7,15,0,0,1633,202,210,144,3319,2,20,1,w1
444,2832,40,15,95,7,2962,220,205,116,4444,2,29,1,w1
445,2703,126,8,335,36,1154,234,235,132,2908,2,12,1,w1
446,3024,2,16,446,108,4668,195,207,147,3621,1,29,1,w1
447,2929,153,14,108,33,5716,236,240,132,4859,2,30,1,w1
448,2949,127,17,313,53,5385,245,227,105,4527,2,30,1,w1
449,2926,143,14,272,30,5472,240,236,122,4628,2,30,1,w1
450,2949,329,8,313,4,4503,200,230,169,5839,2,12,1,w1
451,2652,82,9,524,82,859,233,225,124,2629,2,12,1,w1
452,3054,45,14,569,135,4558,223,208,116,3615,1,29,1,w1
453,2995,180,9,660,86,6093,224,246,155,5510,2,29,1,w1
454,2965,163,7,301,68,3977,227,242,148,5326,2,12,1,w1
455,2838,59,10,162,4,2955,228,220,125,4375,2,29,1,w1
456,2761,239,4,210,4,2210,212,243,169,3703,2,23,1,w1
457,2772,178,7,150,20,2012,223,244,155,3529,2,12,1,w1
458,2673,105,11,524,73,953,240,226,115,2662,2,12,1,w1
459,2949,59,15,339,36,4743,230,208,107,3891,1,23,1,w1
460,3205,43,10,228,5,4064,222,219,131,3209,1,29,1,w1
461,3205,7,6,201,5,4087,213,228,153,3220,1,29,1,w1
462,2998,0,4,750,72,5489,213,232,156,6199,2,29,1,w1
463,2945,33,11,90,3,4932,218,215,132,6204,2,12,1,w1
464,2902,92,11,30,5,3726,238,222,114,5054,1,30,1,w1
465,2610,141,9,335,54,685,234,238,134,2431,2,12,1,w1
466,3037,56,19,497,121,4565,229,197,95,3805,1,29,1,w1
467,2768,3,8,201,17,2268,209,225,153,3679,2,12,1,w1
468,3123,128,11,626,21,4344,238,233,125,3625,1,29,1,w1
469,2962,294,9,361,17,4442,194,238,184,5703,2,12,1,w1
470,2766,330,16,60,20,1865,179,218,177,3289,2,30,1,w1
471,3123,11,2,646,28,4286,217,234,155,3684,1,29,1,w1
472,2965,20,5,210,20,4601,217,229,150,5825,2,12,1,w1
473,2922,279,9,90,15,3610,196,241,184,4869,2,29,1,w1
474,2919,161,15,153,3,5001,234,242,135,4506,2,30,1,w1
475,2790,20,13,180,12,2395,210,211,136,3695,2,12,1,w1
476,2988,238,9,807,92,5974,204,248,181,5918,2,29,1,w1
477,2972,15,11,277,0,5142,210,216,142,6322,2,29,1,w1
478,2988,34,5,362,16,5266,219,228,146,6428,2,29,1,w1
479,2982,39,9,450,37,4387,221,220,134,5569,2,12,1,w1
480,2901,263,10,30,0,3721,195,245,189,4919,2,20,1,w1
481,3077,357,13,693,161,4368,199,216,154,4000,1,29,1,w1
482,2927,52,11,300,47,3444,226,216,123,4629,2,12,1,w1
483,2755,77,11,499,45,1528,234,219,115,2821,2,12,1,w1
484,2765,72,5,510,45,1605,225,231,141,2832,2,12,1,w1
485,2952,52,16,212,43,4615,227,203,105,4466,1,23,1,w1
486,2815,17,6,218,3,2590,215,226,148,3703,2,23,1,w1
487,3021,42,18,467,108,4456,220,197,106,4361,1,29,1,w1
488,2906,69,19,247,48,3294,237,199,87,4379,2,12,1,w1
489,2799,30,9,272,38,1861,218,220,138,2980,1,12,1,w1
490,3168,330,11,713,6,4024,193,226,172,4002,1,29,1,w1
491,2939,303,10,150,30,3728,193,236,182,4791,2,29,1,w1
492,3191,315,6,633,16,3997,203,235,171,4089,1,29,1,w1
493,2908,92,11,240,50,3326,238,222,114,4347,2,12,1,w1
494,2668,91,18,306,68,1266,245,208,85,2343,2,30,1,w1
495,2858,328,11,60,0,3061,194,228,173,4056,2,23,1,w1
496,2848,39,10,360,25,2737,221,219,132,3723,1,29,1,w1
497,2836,297,6,330,54,2524,202,238,175,3503,2,12,1,w1
498,2659,59,16,285,59,1260,231,205,102,2301,2,30,1,w1
499,2651,30,15,216,51,1211,214,206,124,2213,2,30,1,w1
500,2592,24,9,175,5,912,215,220,141,1874,2,20,1,w1
501,2929,104,9,30,7,4089,236,229,124,5060,2,20,1,w1
502,2838,98,2,277,56,2496,222,236,151,3412,2,12,1,w1
503,2811,59,14,60,20,2273,230,211,111,3194,1,29,1,w1
504,3132,49,9,552,29,4132,224,221,131,4475,1,23,1,w1
505,2938,323,12,60,16,4024,189,227,178,4957,2,29,1,w1
506,2812,5,8,242,18,1959,210,225,152,2859,1,12,1,w1
507,2665,33,13,258,65,1252,217,212,128,2132,2,30,1,w1
508,3152,18,9,484,12,4040,213,220,144,4446,1,23,1,w1
509,2962,126,6,67,7,4630,231,236,137,5559,2,30,1,w1
510,2943,34,2,212,20,3877,219,235,153,4768,2,12,1,w1
511,3008,239,11,725,112,5881,199,250,187,6515,2,29,1,w1
512,3208,19,12,600,33,3631,211,214,138,4186,1,29,1,w1
513,2936,25,18,301,36,4549,208,198,122,5034,1,29,1,w1
514,2874,68,11,30,5,3301,232,218,118,4118,2,23,1,w1
515,2932,76,10,67,3,4301,233,220,118,5152,2,19,1,w1
516,2878,105,3,371,21,2897,224,236,147,3681,2,29,1,w1
517,2714,24,15,469,114,1464,211,208,130,2163,2,30,1,w1
518,3205,18,12,424,30,3616,211,215,139,4322,1,29,1,w1
519,2899,95,5,30,3,3435,229,232,138,4216,2,23,1,w1
520,2648,318,7,295,23,1087,202,234,171,1476,2,12,1,w1
521,3247,49,15,618,42,3493,225,206,111,4256,1,29,1,w1
522,3109,94,12,366,22,3948,238,222,113,4719,2,30,1,w1
523,3103,101,7,384,28,3963,233,230,130,4731,2,30,1,w1
524,3001,50,11,379,26,4237,225,216,124,4954,1,20,1,w1
525,3034,126,6,484,69,5379,231,236,137,6157,2,12,1,w1
526,2882,24,11,541,31,2793,214,215,136,3510,2,12,1,w1
527,3034,66,12,426,59,4127,232,215,114,4910,1,20,1,w1
528,2910,56,9,90,2,3455,226,221,129,4155,2,12,1,w1
529,2836,189,11,192,21,2016,220,249,161,2620,1,30,1,w1
530,2742,50,15,458,5,1556,226,207,112,2058,2,30,1,w1
531,2982,252,5,631,86,5987,208,244,173,6309,2,29,1,w1
532,2929,49,5,150,16,3532,222,228,141,4198,2,12,1,w1
533,2893,31,7,470,36,2952,218,225,143,3589,1,29,1,w1
534,2852,97,4,256,55,2501,226,234,143,3102,2,12,1,w1
535,3277,103,9,552,72,3347,235,229,125,4392,1,40,1,w1
536,3136,59,13,212,13,3788,230,211,112,4836,1,29,1,w1
537,2955,254,14,450,59,5838,188,248,198,6370,2,29,1,w1
538,2968,225,9,570,72,5936,208,249,177,6311,2,29,1,w1
539,3004,270,7,810,108,5825,203,242,179,6199,2,29,1,w1
540,3008,97,10,371,43,5313,237,225,119,5972,2,12,1,w1
541,2845,78,11,182,46,2439,234,220,116,3007,2,29,1,w1
542,3277,5,9,624,72,3290,209,223,152,4373,1,40,1,w1
543,2942,277,6,351,6,4487,205,241,175,5174,2,19,1,w1
544,2953,8,7,417,40,3945,212,226,152,4592,2,12,1,w1
545,2893,3,12,524,97,2765,204,217,150,3342,2,29,1,w1
546,2892,18,12,497,98,2739,211,215,139,3313,2,12,1,w1
547,3034,230,11,735,69,5673,202,251,184,6065,2,12,1,w1
548,2766,356,7,319,18,1657,209,227,157,1959,2,30,1,w1
549,2882,58,15,408,85,2665,229,207,106,3181,2,12,1,w1
550,3175,80,5,30,0,3388,227,230,137,4745,1,29,1,w1
551,2926,236,17,390,33,5719,189,252,199,6297,1,29,1,w1
552,3031,155,5,636,66,5580,226,240,149,5959,1,12,1,w1
553,2955,304,2,350,42,3810,214,238,161,4395,2,12,1,w1
554,3162,342,2,30,2,3415,214,235,159,4810,1,19,1,w1
555,2903,45,15,485,106,2748,223,205,112,3223,2,29,1,w1
556,3162,30,8,60,12,3376,218,223,141,4831,1,19,1,w1
557,2965,90,5,553,52,4056,228,231,137,4614,2,12,1,w1
558,2761,28,7,150,13,1693,218,225,143,1798,1,12,1,w1
559,2952,11,18,60,7,4245,198,200,136,5490,2,29,1,w1
560,2835,72,10,234,28,2484,232,220,119,2860,2,29,1,w1
561,2936,77,8,319,17,4540,231,225,127,5759,2,29,1,w1
562,3024,278,5,819,59,5762,206,241,173,5917,2,29,1,w1
563,3241,118,8,295,36,3114,234,233,130,4688,1,39,1,w1
564,2991,122,14,30,6,3922,243,228,110,5340,2,29,1,w1
565,2926,267,14,395,26,5683,182,245,201,6138,1,29,1,w1
566,3244,53,7,306,39,3049,224,224,134,4731,1,40,1,w1
567,3096,89,16,30,0,3520,242,213,97,5155,1,30,1,w1
568,2982,108,8,457,17,4912,233,232,130,5440,2,12,1,w1
569,2939,249,3,552,26,3436,212,242,167,3850,2,12,1,w1
570,3116,90,9,234,3,3316,235,225,121,5115,1,20,1,w1
571,2519,32,6,323,26,573,219,226,144,607,2,23,1,w1
572,2720,10,13,90,7,1768,205,213,143,1343,2,29,1,w1
573,2954,112,9,540,5,4107,237,230,124,4503,2,23,1,w1
574,2917,69,4,553,4,3810,224,231,143,4178,2,12,1,w1
575,2808,27,4,379,52,2080,218,230,149,1987,2,12,1,w1
576,2808,85,3,351,52,2064,223,234,147,1958,2,12,1,w1
577,2649,76,12,391,71,1245,235,217,111,700,2,29,1,w1
578,2668,39,3,390,2,1354,220,232,149,768,2,29,1,w1
579,2568,117,6,228,32,864,231,234,136,488,2,30,1,w1
580,3129,74,9,150,23,3211,231,223,125,5230,1,30,1,w1
581,2972,151,12,277,12,3883,235,240,134,5649,2,29,1,w1
582,3044,225,1,828,79,5696,217,239,159,5595,2,12,1,w1
583,2947,106,9,480,1,4133,235,229,125,4493,2,23,1,w1
584,2817,358,6,108,4,2462,211,229,156,2497,2,12,1,w1
585,2649,123,18,351,80,1259,247,224,99,680,2,29,1,w1
586,2978,128,8,295,22,3798,233,235,134,5675,2,20,1,w1
587,3021,77,10,573,39,5448,233,221,119,5413,2,12,1,w1
588,2758,16,15,295,64,1723,205,206,135,1064,2,29,1,w1
589,2968,90,2,295,39,3734,222,236,150,5675,1,20,1,w1
590,3008,45,1,446,26,5326,219,236,154,5326,2,12,1,w1
591,2988,76,10,300,6,4660,232,222,121,5016,2,29,1,w1
592,3077,58,18,216,12,3324,230,198,94,5467,1,30,1,w1
593,2909,229,5,228,11,5464,212,245,170,5849,1,16,1,w1
594,2772,8,11,300,45,2003,207,218,147,1390,2,29,1,w1
595,2988,162,2,216,6,4740,221,239,154,5052,2,29,1,w1
596,3018,113,6,424,30,5415,231,234,136,5267,1,12,1,w1
597,2909,296,7,270,11,5470,200,238,178,5741,1,16,1,w1
598,3037,329,4,577,46,5622,210,235,163,5327,1,12,1,w1
599,2956,124,14,270,34,4255,243,229,113,4496,2,12,1,w1
600,2524,43,9,0,0,633,222,220,132,256,2,16,1,w1
601,2932,135,9,212,16,3927,235,236,133,6043,1,29,1,w1
602,3159,90,3,120,2,2806,224,234,146,5474,1,29,1,w1
603,2928,198,12,150,14,4209,217,250,166,4365,2,29,1,w1
604,2517,84,6,67,7,450,229,229,133,295,2,29,1,w1
605,2869,0,3,162,28,3034,215,234,156,2869,2,12,1,w1
606,2763,120,5,330,7,2070,229,235,140,1332,2,29,1,w1
607,2551,88,12,124,12,810,238,220,112,127,2,29,1,w1
608,3054,0,4,532,63,5716,213,232,156,5179,1,12,1,w1
609,3004,109,11,150,16,5331,239,228,119,5003,1,29,1,w1
610,2858,73,7,0,0,3430,229,226,131,3373,2,23,1,w1
611,2649,118,25,60,11,1350,253,209,69,633,5,30,1,w1
612,2526,47,8,162,9,600,223,223,134,134,2,16,1,w1
613,2858,347,9,60,8,3381,204,226,161,3281,2,23,1,w1
614,2780,95,3,120,14,2456,224,235,147,1790,2,12,1,w1
615,2985,16,8,85,13,5004,214,224,147,4810,2,29,1,w1
616,2777,135,7,95,19,2470,231,237,138,1756,2,12,1,w1
617,2587,100,5,134,7,962,229,233,138,240,2,29,1,w1
618,3044,47,13,30,0,3204,224,212,120,5889,1,29,1,w1
619,2965,260,15,497,69,5635,183,247,202,5336,2,29,1,w1
620,2876,352,5,30,1,3792,211,231,158,3756,2,23,1,w1
621,2872,354,7,134,22,3376,208,227,157,3217,2,12,1,w1
622,2760,162,10,150,1,2252,231,243,143,1485,2,12,1,w1
623,2625,34,21,67,4,1233,212,190,105,497,2,16,1,w1
624,3054,270,5,600,63,5858,206,242,174,5088,1,29,1,w1
625,2879,6,6,95,2,3711,212,227,153,3603,2,29,1,w1
626,2978,247,14,558,78,5706,190,250,197,5196,2,29,1,w1
627,2951,60,14,85,23,4641,230,211,110,4562,2,29,1,w1
628,2837,157,7,180,21,3111,228,241,146,2701,2,12,1,w1
629,2779,70,7,216,5,2799,228,226,132,2162,2,12,1,w1
630,2623,108,16,212,4,1159,245,220,98,371,2,29,1,w1
631,2862,54,18,295,46,3354,228,199,98,3000,2,12,1,w1
632,2945,133,11,212,18,4694,238,235,126,4410,2,29,1,w1
633,2902,66,6,216,13,4011,226,228,137,3840,2,29,1,w1
634,2698,330,7,120,6,1560,204,232,167,751,2,12,1,w1
635,2937,94,6,162,10,4660,230,231,134,4367,2,29,1,w1
636,2907,52,8,283,16,4025,225,222,131,3811,2,29,1,w1
637,2945,97,11,150,13,3655,238,224,116,6469,2,29,1,w1
638,2988,245,13,564,82,5721,194,250,193,4929,2,29,1,w1
639,2927,101,5,234,22,4184,228,233,139,3992,2,29,1,w1
640,2912,51,6,285,20,4091,223,227,139,3872,2,29,1,w1
641,2930,294,5,42,8,4464,207,239,171,4222,1,29,1,w1
642,2892,11,4,421,4,3927,216,232,153,3604,2,23,1,w1
643,2660,84,27,324,102,1320,246,184,50,541,2,30,1,w1
644,2510,103,8,0,0,510,233,230,130,350,2,30,1,w1
645,2991,69,15,306,36,3173,235,209,101,6413,1,20,1,w1
646,3041,13,8,212,37,5274,212,223,148,4407,2,29,1,w1
647,2513,221,5,0,0,420,214,244,167,443,2,16,1,w1
648,2697,134,13,283,29,1500,240,233,120,731,2,30,1,w1
649,2756,73,5,42,4,2902,226,230,139,2147,2,20,1,w1
650,2975,23,6,192,10,3234,216,227,147,6555,1,29,1,w1
651,2931,336,9,170,7,4531,199,227,167,4069,2,29,1,w1
652,2920,126,11,255,1,4437,239,233,123,4052,1,30,1,w1
653,2903,321,3,324,18,4031,212,236,163,3642,2,12,1,w1
654,2769,86,13,85,8,3073,238,218,108,2359,2,12,1,w1
655,2872,73,8,283,59,3549,230,225,128,2899,2,20,1,w1
656,2866,59,11,268,53,3522,228,217,120,2869,2,12,1,w1
657,2546,353,15,30,9,750,194,214,157,335,2,16,1,w1
658,2573,157,17,60,15,1140,237,240,127,511,2,30,1,w1
659,2538,83,15,180,19,450,240,213,99,531,2,12,1,w1
660,2742,220,16,42,11,2646,199,254,188,1965,2,30,1,w1
661,2696,65,10,42,7,1920,230,221,123,1187,2,12,1,w1
662,2939,47,8,134,0,3550,223,223,135,6189,2,16,1,w1
663,2890,198,14,42,5,4328,215,251,167,3814,1,30,1,w1
664,2914,75,5,277,51,4080,226,231,140,3547,2,12,1,w1
665,2899,83,8,492,55,3823,231,227,128,3280,2,12,1,w1
666,2734,53,5,182,21,2089,223,229,142,1415,2,12,1,w1
667,2570,98,15,60,8,1263,244,217,99,680,2,30,1,w1
668,2968,65,10,175,16,3401,230,221,123,6228,2,29,1,w1
669,2984,25,25,297,28,4821,198,177,105,3866,2,29,1,w1
670,2930,59,12,108,26,4502,229,215,117,3800,2,29,1,w1
671,3014,33,5,170,37,4981,219,229,147,3878,1,29,1,w1
672,2899,67,2,566,86,3605,221,235,151,3083,2,12,1,w1
673,2841,110,14,450,28,3209,243,224,107,2672,2,12,1,w1
674,2833,108,16,446,72,3181,246,220,98,2642,2,12,1,w1
675,2601,330,13,192,49,853,188,224,175,571,2,29,1,w1
676,2674,136,20,190,77,1824,246,228,101,1250,2,30,1,w1
677,3064,144,6,514,60,5758,229,239,143,4079,1,29,1,w1
678,2888,155,7,592,60,3540,228,241,146,3078,2,12,1,w1
679,2571,47,16,437,31,540,224,202,108,765,2,20,1,w1
680,2926,90,9,210,11,3912,235,225,121,5600,2,29,1,w1
681,2980,52,16,319,77,4666,227,204,106,3636,2,29,1,w1
682,2614,337,21,108,41,1237,169,205,173,819,2,29,1,w1
683,3034,18,2,351,57,5037,217,234,154,3653,2,29,1,w1
684,2984,62,16,339,94,4624,232,207,103,3572,2,29,1,w1
685,2994,66,11,323,17,4648,231,217,117,3547,2,29,1,w1
686,2670,148,13,90,9,1986,237,239,130,1600,2,30,1,w1
687,2959,16,7,495,44,3616,214,226,148,5736,2,20,1,w1
688,2955,244,20,408,55,5523,176,251,209,4314,2,29,1,w1
689,2871,175,10,469,65,3529,226,245,151,3144,2,12,1,w1
690,3014,117,7,127,23,2768,232,234,135,6484,1,29,1,w1
691,2995,106,7,210,20,3113,232,232,132,6157,2,29,1,w1
692,2942,79,15,309,27,3799,239,211,98,5552,2,29,1,w1
693,2751,172,13,180,37,2685,228,246,148,2329,2,30,1,w1
694,3008,150,9,108,17,2754,233,240,138,6468,1,29,1,w1
695,2955,162,3,569,40,3538,222,240,153,5748,1,29,1,w1
696,2851,227,18,67,7,3983,192,254,194,3423,1,30,1,w1
697,2767,131,10,153,43,2819,237,235,127,2479,2,12,1,w1
698,2939,41,14,255,29,3891,221,209,120,5421,2,29,1,w1
699,3047,213,10,779,43,6017,212,249,173,3941,2,29,1,w1
700,2892,79,13,162,36,4242,237,216,107,3392,1,29,1,w1
701,2583,79,16,350,23,547,239,210,96,997,2,12,1,w1
702,2837,168,14,309,84,3355,231,245,142,3036,2,12,1,w1
703,3054,34,5,300,55,5240,219,228,146,3520,2,29,1,w1
704,2823,154,19,256,70,3290,239,238,121,2989,2,12,1,w1
705,2742,168,16,60,18,2736,231,244,139,2458,2,30,1,w1
706,3077,0,5,589,78,5563,212,230,156,3613,2,29,1,w1
707,2580,73,13,295,2,541,235,213,107,1092,2,12,1,w1
708,2795,142,16,180,42,3160,241,235,118,2897,2,30,1,w1
709,2534,39,10,216,24,268,221,218,131,1256,2,20,1,w1
710,3014,234,6,810,114,5936,210,246,173,3845,2,29,1,w1
711,2699,1,16,108,28,2106,196,209,149,1947,2,29,1,w1
712,3018,51,10,376,36,3097,225,218,126,5950,2,29,1,w1
713,2988,54,6,513,1,3350,224,227,138,5725,1,29,1,w1
714,2614,195,11,108,7,607,218,249,164,1124,2,30,1,w1
715,2922,352,2,150,3,4142,216,236,157,5032,2,29,1,w1
716,3050,225,7,960,147,5937,211,247,172,3684,1,29,1,w1
717,2810,212,14,85,12,3704,208,252,178,3204,2,30,1,w1
718,2932,255,11,421,32,5536,194,247,192,3997,2,29,1,w1
719,3018,256,14,807,102,5949,187,248,199,3753,2,29,1,w1
720,2692,351,8,350,61,1387,206,227,159,1500,2,12,1,w1
721,2591,160,13,95,13,470,233,242,137,1237,2,30,1,w1
722,2760,125,13,30,5,3241,241,230,116,3089,1,23,1,w1
723,2752,355,10,30,2,3093,204,222,157,2952,1,23,1,w1
724,2703,15,8,390,72,1395,213,223,147,1566,2,12,1,w1
725,2531,117,16,108,10,295,246,223,101,1437,2,12,1,w1
726,3077,255,5,553,78,5506,207,243,174,3355,2,29,1,w1
727,2765,23,14,270,65,2343,211,209,131,2330,2,29,1,w1
728,2736,68,8,421,105,1608,228,225,130,1764,2,12,1,w1
729,2712,39,10,430,81,1434,221,219,132,1650,2,12,1,w1
730,3047,120,8,350,48,5262,234,234,132,3203,2,30,1,w1
731,2913,41,10,90,0,4335,221,219,132,2982,2,23,1,w1
732,3011,247,15,721,105,5974,187,250,200,3545,2,29,1,w1
733,2783,39,16,331,61,2423,219,203,115,2438,2,29,1,w1
734,2779,12,9,330,79,2333,211,221,147,2364,2,29,1,w1
735,3014,192,12,752,105,5948,219,249,162,3470,2,29,1,w1
736,2811,11,14,319,68,2627,204,210,141,2630,2,29,1,w1
737,2515,117,4,0,0,180,227,236,143,1371,2,12,1,w1
738,2848,359,20,60,12,3879,187,200,147,2886,1,29,1,w1
739,2706,124,11,525,9,1113,238,232,124,1597,2,12,1,w1
740,2698,135,5,540,17,1055,229,238,143,1572,2,12,1,w1
741,3027,283,13,768,118,5825,185,240,195,3355,2,29,1,w1
742,2937,48,7,218,22,4506,223,225,137,2885,1,23,1,w1
743,2929,57,12,192,35,4446,228,215,119,2877,2,23,1,w1
744,2808,35,15,120,22,3548,217,206,121,2895,2,29,1,w1
745,2795,330,14,216,32,3069,185,222,176,3017,1,29,1,w1
746,2949,99,8,192,4,4001,233,229,128,4861,2,29,1,w1
747,2910,154,22,67,23,4235,240,235,113,2826,1,30,1,w1
748,2697,45,1,480,18,1041,219,236,154,1627,2,12,1,w1
749,3074,46,14,300,34,2969,224,210,117,5734,2,29,1,w1
750,2944,18,8,295,31,4624,214,223,145,2848,2,23,1,w1
751,3018,210,9,679,112,5821,213,249,171,3254,2,29,1,w1
752,2932,40,12,510,6,4277,221,213,125,4548,2,29,1,w1
753,3014,238,9,636,108,5851,204,248,182,3245,2,29,1,w1
754,2987,155,12,459,11,5041,234,241,137,2876,2,30,1,w1
755,2824,318,14,256,1,3091,184,227,183,2866,2,12,1,w1
756,2849,17,9,430,94,2761,213,221,145,2871,2,12,1,w1
757,2840,41,11,547,95,2462,222,216,129,2629,2,30,1,w1
758,2696,54,2,360,8,964,220,234,150,1717,2,12,1,w1
759,2955,139,9,324,44,4740,234,238,135,2758,2,30,1,w1
760,2596,117,14,201,55,335,243,226,109,1651,2,12,1,w1
761,3027,85,6,0,0,3260,228,230,136,5373,2,20,1,w1
762,2929,241,12,297,23,5625,197,250,190,3488,2,23,1,w1
763,2970,181,11,541,53,5190,224,247,155,2876,2,30,1,w1
764,2778,159,11,365,5,1950,232,242,140,2293,2,12,1,w1
765,2664,148,6,306,3,691,229,239,144,1707,2,12,1,w1
766,2654,151,11,295,100,570,234,240,135,1719,2,12,1,w1
767,2952,68,14,618,16,4287,234,210,105,4436,2,29,1,w1
768,2909,54,6,108,3,4884,224,227,138,3960,1,23,1,w1
769,2957,112,9,446,42,5160,235,231,127,2781,2,30,1,w1
770,2939,166,7,258,27,4770,226,243,150,2650,2,30,1,w1
771,3109,37,7,240,69,2915,220,224,139,5608,2,29,1,w1
772,3047,67,16,30,6,3123,234,206,99,5421,1,29,1,w1
773,2569,132,20,85,18,371,247,226,98,1800,2,30,1,w1
774,2687,123,8,150,1,1057,234,234,131,1945,2,30,1,w1
775,2620,157,15,190,53,582,236,241,131,1839,2,30,1,w1
776,2959,33,16,582,46,4338,215,205,121,4335,2,29,1,w1
777,2919,45,5,190,6,4756,221,229,143,3997,1,23,1,w1
778,2931,163,5,234,14,4953,225,241,151,2591,2,22,1,w1
779,2966,60,7,424,29,3786,225,226,135,2415,2,29,1,w1
780,2603,338,12,234,72,242,194,223,168,1470,2,29,1,w1
781,2962,240,8,350,53,5790,206,247,179,3050,2,29,1,w1
782,2975,250,7,404,66,5869,205,245,179,2994,2,29,1,w1
783,2991,205,12,516,82,5735,213,251,171,2905,2,30,1,w1
784,2940,358,12,127,29,4327,202,218,154,2385,2,30,1,w1
785,2952,70,11,330,39,4568,232,218,117,4070,2,29,1,w1
786,2973,29,6,360,36,3849,218,226,144,2349,2,29,1,w1
787,2826,105,3,454,53,2475,224,236,147,2829,2,30,1,w1
788,2673,94,9,0,0,1055,235,226,122,2078,2,12,1,w1
789,2580,46,19,240,47,127,222,195,100,1170,2,29,1,w1
790,3014,300,9,659,21,3996,195,237,182,4518,2,29,1,w1
791,2929,135,1,150,16,4705,220,238,154,3889,1,23,1,w1
792,2965,213,10,366,56,5852,212,249,173,2905,2,29,1,w1
793,2918,333,13,30,1,4602,191,223,172,2343,2,29,1,w1
794,2931,327,18,67,14,4574,173,217,182,2307,2,29,1,w1
795,2801,58,4,210,28,2254,223,230,143,2785,2,12,1,w1
796,2963,325,18,170,50,4490,172,217,183,2230,2,30,1,w1
797,2839,145,11,295,38,2614,236,238,132,2638,2,30,1,w1
798,2962,77,10,319,20,4416,233,221,119,4045,1,20,1,w1
799,2883,24,14,228,28,3182,212,209,131,2340,2,23,1,w1
800,2926,117,3,210,13,4919,225,236,146,3510,2,23,1,w1
801,2801,135,3,228,28,2271,224,238,149,2808,2,12,1,w1
802,2591,359,22,30,7,932,182,193,145,2254,2,29,1,w1
803,2594,339,23,60,19,882,165,201,171,2244,2,29,1,w1
804,2638,59,14,300,71,541,230,210,110,1820,2,12,1,w1
805,3123,74,15,90,23,3060,237,211,102,5255,1,29,1,w1
806,2939,241,12,218,30,5702,197,250,190,2783,2,29,1,w1
807,2622,132,29,67,17,1128,251,211,65,2329,2,30,1,w1
808,2949,101,10,228,32,5251,237,227,120,2352,2,22,1,w1
809,2638,307,7,127,8,570,201,236,175,1624,2,12,1,w1
810,2998,354,6,242,16,4230,209,229,158,4071,1,29,1,w1
811,2965,309,10,513,59,5582,192,233,182,2508,2,30,1,w1
812,2991,275,5,268,73,4599,206,241,174,2074,2,29,1,w1
813,2684,143,24,108,51,1616,246,227,95,2563,2,30,1,w1
814,2678,354,7,309,109,700,208,227,157,2012,2,29,1,w1
815,3041,34,20,361,37,4044,212,191,106,4241,1,29,1,w1
816,2660,342,35,108,62,1026,128,166,163,2377,2,29,1,w1
817,3116,67,18,390,41,3542,235,202,93,4767,2,29,1,w1
818,2968,173,11,430,51,5440,227,245,149,2372,2,30,1,w1
819,2754,109,21,127,17,2087,250,212,79,2825,2,30,1,w1
820,2626,75,18,295,75,242,239,202,87,1103,2,12,1,w1
821,2982,104,10,67,10,4352,238,227,119,3844,2,29,1,w1
